Vorname,Nachname,Position,Tempo,Schuss,Pass,Zweikampf,Reflexe,Stellungsspiel,Stärke,Team_ID,Herkunft
Jonas,Schröder,Verteidiger,56,55,69,89,54,82,68,,IT
Jonas,Schröder,Verteidiger,66,57,55,95,50,76,66,,DE
Jonas,Schröder,Stürmer,97,98,70,71,56,88,80,,RUS_EU
Jonas,Schröder,Mittelfeld,76,73,93,82,56,66,74,,RUS_EU
Julian,Schröder,Verteidiger,71,54,62,96,55,89,71,,IT
Julian,Schröder,Mittelfeld,65,76,86,72,50,84,72,,TR_AR
Julian,Schröder,Verteidiger,76,62,61,71,58,77,68,,DE
Julian,Schröder,Verteidiger,76,53,75,80,57,81,70,,DE
Julian,Schröder,Verteidiger,58,53,76,81,58,95,70,,DE
Julian,Schröder,Verteidiger,58,65,77,88,55,89,72,,DE
Leon,Schröder,Stürmer,81,72,63,79,70,78,74,,EN_US
Leon,Schröder,Mittelfeld,60,73,91,79,51,87,74,,DE
Leon,Schröder,Torwart,66,65,71,68,96,69,72,,EN_US
Leon,Schröder,Mittelfeld,89,60,74,60,61,67,68,,DE
Leon,Schröder,Stürmer,75,81,78,62,62,95,76,,DE
Leon,Schröder,Verteidiger,56,68,77,70,51,79,67,,DE
Leon,Schröder,Torwart,65,58,75,73,71,72,69,,TR_AR
Leon,Schröder,Verteidiger,60,50,79,87,65,68,68,,GR
Leon,Schröder,Mittelfeld,87,85,78,72,59,82,77,,DE
Leon,Schröder,Verteidiger,73,55,59,95,51,85,70,,TR_AR
Leon,Schröder,Verteidiger,80,70,73,91,57,93,77,,DE
Leon,Schröder,Mittelfeld,78,83,94,63,64,66,75,,DE
Leon,Schröder,Verteidiger,74,57,69,82,52,94,71,,DE
Leon,Schröder,Torwart,70,63,56,57,71,90,68,,DE
Leon,Schröder,Stürmer,70,84,75,67,51,70,70,,TR_AR
Lukas,Schröder,Stürmer,81,76,58,72,55,92,72,,DE
Lukas,Schröder,Stürmer,100,88,59,64,65,93,78,,TR_AR
Lukas,Schröder,Stürmer,94,86,78,65,54,92,78,,DE
Lukas,Schröder,Mittelfeld,89,69,97,79,57,73,77,,IT
Lukas,Schröder,Stürmer,92,90,56,68,51,94,75,,IT
Lukas,Schröder,Torwart,60,61,72,59,95,71,70,,DE
Lukas,Schröder,Stürmer,99,90,57,70,62,74,75,,ES
Lukas,Schröder,Mittelfeld,77,61,73,74,64,78,71,,EN_US
Lukas,Schröder,Mittelfeld,60,64,81,74,53,84,69,,DE
Lukas,Schröder,Verteidiger,60,57,69,85,56,94,70,,DE
Lukas,Schröder,Mittelfeld,76,81,93,74,66,83,79,,RUS_EU
Lukas,Schröder,Torwart,70,65,63,56,71,78,67,,DE
Lukas,Schröder,Mittelfeld,87,79,88,66,50,82,75,,DE
Lukas,Schröder,Torwart,54,59,59,71,86,92,70,,DE
Lukas,Schröder,Mittelfeld,80,75,80,77,57,82,75,,GR
Marcel,Schröder,Verteidiger,62,67,79,91,57,69,71,,DE
Marcel,Schröder,Verteidiger,78,62,62,84,55,78,70,,DE
Marcel,Schröder,Torwart,61,51,55,55,88,79,65,,DE
Marcel,Schröder,Stürmer,100,74,60,56,69,85,74,,ES
Marcel,Schröder,Mittelfeld,77,83,90,64,62,65,74,,IT
Marcel,Schröder,Mittelfeld,73,67,80,82,58,73,72,,DE
Marcel,Schröder,Mittelfeld,66,65,77,79,50,75,69,,DE
Marcel,Schröder,Verteidiger,76,70,58,91,64,79,73,,TR_AR
Marcel,Schröder,Mittelfeld,88,73,86,74,56,87,77,,BENELUX
Marcel,Schröder,Mittelfeld,81,71,80,82,60,76,75,,DE
Marcel,Schröder,Stürmer,74,80,70,78,53,88,74,,DE
Marcel,Schröder,Verteidiger,60,68,73,87,62,80,72,,BENELUX
Marcel,Schröder,Verteidiger,66,59,61,74,61,82,67,,DE
Marcel,Schröder,Verteidiger,61,56,58,82,56,86,66,,TR_AR
Marcel,Schröder,Mittelfeld,79,71,80,77,54,69,72,,DE
Max,Schröder,Stürmer,91,70,65,65,68,89,75,,DE
Max,Schröder,Torwart,66,64,64,61,94,71,70,,EN_US
Max,Schröder,Stürmer,70,76,61,65,64,93,72,,DE
Max,Schröder,Verteidiger,78,56,59,99,64,65,70,,BENELUX
Max,Schröder,Verteidiger,69,53,62,81,60,93,70,,DE
Max,Schröder,Stürmer,74,71,64,63,58,88,70,,DE
Max,Schröder,Stürmer,94,98,76,63,52,86,78,,DE
Max,Schröder,Verteidiger,72,67,63,81,58,94,72,,RUS_EU
Max,Schröder,Mittelfeld,90,84,94,72,67,84,82,,DE
Max,Schröder,Torwart,54,53,75,60,86,71,66,,DE
Max,Schröder,Mittelfeld,69,64,89,82,62,75,74,,DE
Max,Schröder,Stürmer,95,92,69,72,62,70,77,,DE
Max,Schröder,Torwart,51,50,65,74,97,72,68,,DE
Max,Schröder,Torwart,66,58,69,58,84,78,69,,DE
Max,Schröder,Mittelfeld,88,71,80,66,64,69,73,,GR
Max,Schröder,Mittelfeld,62,65,71,77,59,65,66,,TR_AR
Max,Schröder,Mittelfeld,74,82,88,72,70,90,79,,IT
Moritz,Schröder,Stürmer,83,71,57,68,63,82,71,,DE
Moritz,Schröder,Mittelfeld,75,81,93,76,70,75,78,,DE
Moritz,Schröder,Verteidiger,70,52,77,88,65,87,73,,DE
Moritz,Schröder,Mittelfeld,84,60,74,70,59,74,70,,DE
Moritz,Schröder,Mittelfeld,90,67,95,82,65,66,78,,DE
Moritz,Schröder,Verteidiger,69,70,73,79,52,89,72,,TR_AR
Moritz,Schröder,Torwart,70,59,66,67,93,66,70,,IT
Moritz,Schröder,Torwart,63,65,72,63,72,84,70,,DE
Moritz,Schröder,Mittelfeld,83,73,77,65,68,69,72,,DE
Moritz,Schröder,Torwart,53,60,60,59,77,78,64,,DE
Moritz,Schröder,Mittelfeld,70,77,75,82,65,81,75,,DE
Moritz,Schröder,Stürmer,72,89,58,69,52,75,69,,IT
Moritz,Schröder,Torwart,62,51,70,75,98,82,73,,GR
Moritz,Schröder,Stürmer,71,76,77,66,67,95,75,,DE
Moritz,Schröder,Stürmer,71,71,80,68,63,74,71,,EN_US
Moritz,Schröder,Verteidiger,72,61,76,89,59,74,72,,DE
Moritz,Schröder,Torwart,61,54,64,74,82,68,67,,SCANDI
Niklas,Schröder,Mittelfeld,85,65,75,72,53,68,70,,DE
Niklas,Schröder,Verteidiger,78,60,78,96,60,88,77,,RUS_EU
Niklas,Schröder,Stürmer,98,99,58,70,66,74,78,,EN_US
Niklas,Schröder,Verteidiger,60,58,76,85,55,69,67,,IT
Niklas,Schröder,Verteidiger,55,57,64,73,68,75,65,,DE
Niklas,Schröder,Stürmer,96,77,76,64,60,90,77,,TR_AR
Niklas,Schröder,Stürmer,80,89,62,59,51,74,69,,SCANDI
Niklas,Schröder,Verteidiger,64,64,62,90,61,89,72,,RUS_EU
Paul,Schröder,Mittelfeld,75,62,88,72,67,77,74,,ES
Paul,Schröder,Stürmer,97,97,64,66,59,90,79,,EN_US
Paul,Schröder,Verteidiger,69,68,57,74,65,89,70,,BENELUX
Paul,Schröder,Mittelfeld,70,82,85,73,63,70,74,,EN_US
Paul,Schröder,Verteidiger,69,60,64,80,64,83,70,,TR_AR
Paul,Schröder,Verteidiger,67,61,72,81,59,84,71,,DE
Paul,Schröder,Mittelfeld,67,66,98,79,66,71,74,,BENELUX
Paul,Schröder,Stürmer,82,93,78,59,54,77,74,,TR_AR
Paul,Schröder,Mittelfeld,81,72,76,73,60,72,72,,DE
Paul,Schröder,Stürmer,82,95,59,72,57,79,74,,DE
Paul,Schröder,Mittelfeld,73,79,76,75,51,86,73,,TR_AR
Paul,Schröder,Stürmer,77,95,73,61,69,79,76,,DE
Paul,Schröder,Mittelfeld,66,76,87,69,63,75,73,,DE
Philipp,Schröder,Stürmer,83,100,60,80,58,72,76,,DE
Philipp,Schröder,Mittelfeld,86,84,75,71,58,80,76,,DE
Philipp,Schröder,Verteidiger,73,53,78,94,58,85,74,,SCANDI
Philipp,Schröder,Stürmer,97,84,76,77,56,83,79,,TR_AR
Philipp,Schröder,Mittelfeld,77,77,80,65,69,89,76,,GR
Philipp,Schröder,Mittelfeld,63,62,79,63,62,65,66,,DE
Philipp,Schröder,Mittelfeld,60,73,91,75,61,79,73,,DE
Philipp,Schröder,Mittelfeld,88,80,71,84,60,81,77,,DE
Philipp,Schröder,Stürmer,85,94,78,66,53,81,76,,DE
Philipp,Schröder,Stürmer,82,82,66,62,66,73,72,,DE
Philipp,Schröder,Verteidiger,57,67,62,74,56,65,64,,RUS_EU
Philipp,Schröder,Verteidiger,71,59,80,75,51,70,68,,DE
Philipp,Schröder,Verteidiger,66,54,55,83,57,66,64,,DE
Philipp,Schröder,Stürmer,98,78,66,76,53,89,77,,TR_AR
Philipp,Schröder,Mittelfeld,79,79,70,63,57,75,70,,TR_AR
Robin,Schröder,Verteidiger,60,69,63,78,59,86,69,,EN_US
Robin,Schröder,Verteidiger,78,66,65,88,56,69,70,,DE
Robin,Schröder,Mittelfeld,69,67,100,64,58,86,74,,DE
Robin,Schröder,Mittelfeld,72,63,85,71,66,72,72,,BENELUX
Robin,Schröder,Mittelfeld,79,75,76,72,62,84,75,,IT
Robin,Schröder,Verteidiger,55,51,65,99,60,94,71,,DE
Robin,Schröder,Verteidiger,71,68,70,77,51,74,68,,DE
Robin,Schröder,Mittelfeld,78,70,96,81,61,75,77,,DE
Robin,Schröder,Torwart,68,62,63,73,95,68,72,,GR
Sebastian,Schröder,Mittelfeld,69,80,95,80,67,73,77,,DE
Sebastian,Schröder,Verteidiger,69,67,58,85,53,87,70,,DE
Sebastian,Schröder,Mittelfeld,68,79,89,76,58,86,76,,DE
Sebastian,Schröder,Verteidiger,63,51,73,82,63,74,68,,DE
Sebastian,Schröder,Verteidiger,65,55,76,83,51,80,68,,DE
Sebastian,Schröder,Verteidiger,62,50,64,79,52,92,66,,DE
Sebastian,Schröder,Mittelfeld,85,70,74,82,60,76,74,,DE
Sebastian,Schröder,Verteidiger,68,60,61,83,56,82,68,,IT
Sebastian,Schröder,Stürmer,98,78,63,78,67,85,78,,DE
Sebastian,Schröder,Mittelfeld,60,73,84,72,65,70,71,,TR_AR
Tim,Schröder,Stürmer,77,80,80,72,53,94,76,,BENELUX
Tim,Schröder,Mittelfeld,72,61,100,78,69,73,76,,DE
Tim,Schröder,Stürmer,78,80,80,69,56,81,74,,DE
Tim,Schröder,Stürmer,89,81,66,67,54,79,73,,GR
Tim,Schröder,Mittelfeld,83,70,73,83,65,83,76,,DE
Tim,Schröder,Stürmer,95,94,74,71,55,91,80,,RUS_EU
Tim,Schröder,Mittelfeld,87,82,81,82,66,67,78,,DE
Tim,Schröder,Mittelfeld,79,67,95,70,54,85,75,,DE
Tim,Schröder,Verteidiger,65,60,65,92,57,75,69,,IT
Tim,Schröder,Mittelfeld,86,83,70,81,54,82,76,,DE
Tim,Schröder,Mittelfeld,83,63,100,65,70,86,78,,DE
Tim,Schröder,Verteidiger,79,64,68,81,60,87,73,,RUS_EU
Tobias,Schröder,Verteidiger,64,51,70,75,58,95,69,,ES
Tobias,Schröder,Stürmer,96,93,67,75,50,86,78,,DE
Tobias,Schröder,Verteidiger,78,55,68,80,52,79,69,,BENELUX
Tobias,Schröder,Stürmer,97,76,78,60,65,88,77,,DE
Tobias,Schröder,Verteidiger,58,61,78,98,70,91,76,,DE
Tobias,Schröder,Verteidiger,75,58,58,92,55,81,70,,TR_AR
Tobias,Schröder,Torwart,59,52,56,57,89,93,68,,DE
Tobias,Schröder,Torwart,70,54,57,72,96,82,72,,RUS_EU
Tobias,Schröder,Mittelfeld,60,60,95,68,50,88,70,,RUS_EU
Tobias,Schröder,Stürmer,75,88,73,55,66,93,75,,ES
Tobias,Schröder,Verteidiger,69,65,68,73,66,91,72,,TR_AR
Tobias,Schröder,Mittelfeld,62,84,83,75,60,81,74,,ES
Tobias,Schröder,Mittelfeld,85,71,89,65,55,75,73,,EN_US
Daniel,Schulz,Mittelfeld,70,80,84,77,67,76,76,,ES
Daniel,Schulz,Stürmer,76,74,60,65,65,75,69,,RUS_EU
Daniel,Schulz,Verteidiger,62,54,57,94,68,89,71,,TR_AR
Daniel,Schulz,Stürmer,83,93,67,65,52,83,74,,GR
Daniel,Schulz,Stürmer,92,93,80,61,59,71,76,,RUS_EU
Daniel,Schulz,Mittelfeld,63,77,80,75,61,89,74,,DE
Daniel,Schulz,Verteidiger,55,65,77,100,57,75,72,,TR_AR
Daniel,Schulz,Verteidiger,58,66,56,93,54,74,67,,EN_US
Daniel,Schulz,Torwart,55,59,58,67,75,87,67,,ES
Daniel,Schulz,Mittelfeld,66,66,81,74,66,87,73,,ES
Daniel,Schulz,Stürmer,89,71,68,63,61,82,72,,DE
Daniel,Schulz,Verteidiger,60,50,64,81,50,74,63,,TR_AR
Daniel,Schulz,Verteidiger,58,56,60,88,50,91,67,,DE
Dennis,Schulz,Verteidiger,79,56,71,95,61,92,76,,GR
Dennis,Schulz,Verteidiger,66,64,79,70,67,77,70,,ES
Dennis,Schulz,Verteidiger,73,56,65,100,57,93,74,,DE
Dennis,Schulz,Verteidiger,62,70,56,95,67,77,71,,DE
Dennis,Schulz,Mittelfeld,67,82,70,67,66,79,72,,DE
Dennis,Schulz,Stürmer,76,81,60,60,67,81,71,,SCANDI
Dennis,Schulz,Mittelfeld,61,70,74,76,62,82,71,,TR_AR
Dennis,Schulz,Stürmer,95,70,68,67,51,81,72,,DE
Dennis,Schulz,Mittelfeld,87,60,77,64,63,85,73,,DE
Dennis,Schulz,Verteidiger,63,58,72,79,64,84,70,,DE
Dennis,Schulz,Verteidiger,74,60,61,90,52,82,70,,DE
Dennis,Schulz,Mittelfeld,81,78,80,71,64,68,74,,DE
Felix,Schulz,Mittelfeld,81,74,71,78,54,85,74,,IT
Felix,Schulz,Verteidiger,78,68,63,97,64,85,76,,DE
Felix,Schulz,Mittelfeld,69,84,99,78,64,82,79,,DE
Felix,Schulz,Verteidiger,63,64,57,95,55,94,71,,ES
Felix,Schulz,Stürmer,96,100,62,66,66,77,78,,GR
Felix,Schulz,Torwart,67,58,55,57,90,79,68,,DE
Felix,Schulz,Stürmer,81,83,66,64,64,71,72,,DE
Felix,Schulz,Torwart,69,65,67,60,83,69,69,,DE
Felix,Schulz,Verteidiger,68,53,69,73,52,67,64,,DE
Felix,Schulz,Verteidiger,59,67,79,78,58,92,72,,DE
Felix,Schulz,Torwart,57,53,73,73,88,68,69,,DE
Felix,Schulz,Stürmer,96,88,55,61,59,85,74,,DE
Felix,Schulz,Torwart,51,61,61,57,99,86,69,,DE
Felix,Schulz,Mittelfeld,62,70,76,67,64,74,69,,DE
Felix,Schulz,Mittelfeld,79,78,70,61,52,87,71,,DE
Felix,Schulz,Mittelfeld,81,79,99,63,60,84,78,,RUS_EU
Finn,Schulz,Mittelfeld,75,69,100,79,55,66,74,,DE
Finn,Schulz,Verteidiger,58,54,75,85,58,72,67,,GR
Finn,Schulz,Mittelfeld,86,84,99,81,63,80,82,,DE
Finn,Schulz,Verteidiger,56,62,60,76,64,77,66,,EN_US
Finn,Schulz,Verteidiger,68,65,65,78,52,73,67,,DE
Finn,Schulz,Torwart,53,65,67,74,86,74,70,,DE
Finn,Schulz,Verteidiger,69,69,74,72,62,76,70,,RUS_EU
Finn,Schulz,Mittelfeld,85,82,77,67,68,72,75,,SCANDI
Finn,Schulz,Mittelfeld,67,69,98,64,59,83,73,,RUS_EU
Finn,Schulz,Verteidiger,68,63,70,97,65,67,72,,BENELUX
Finn,Schulz,Stürmer,89,89,71,76,65,81,78,,TR_AR
Finn,Schulz,Torwart,60,54,68,75,86,88,72,,TR_AR
Florian,Schulz,Stürmer,71,82,57,55,55,93,69,,DE
Florian,Schulz,Verteidiger,60,51,65,83,64,94,70,,DE
Florian,Schulz,Verteidiger,66,57,72,89,67,77,71,,DE
Florian,Schulz,Stürmer,83,72,66,58,59,80,70,,DE
Florian,Schulz,Mittelfeld,78,80,80,81,50,67,73,,DE
Florian,Schulz,Mittelfeld,80,76,74,69,51,87,73,,IT
Florian,Schulz,Mittelfeld,82,63,100,73,55,69,74,,DE
Florian,Schulz,Torwart,50,53,64,55,99,73,66,,DE
Florian,Schulz,Verteidiger,76,70,72,76,54,93,74,,TR_AR
Florian,Schulz,Mittelfeld,88,84,95,72,65,86,82,,EN_US
Florian,Schulz,Verteidiger,60,64,74,77,68,68,68,,DE
Florian,Schulz,Mittelfeld,88,83,91,84,59,77,80,,DE
Florian,Schulz,Stürmer,86,75,70,80,69,85,78,,GR
Florian,Schulz,Mittelfeld,86,68,95,63,58,74,74,,DE
Florian,Schulz,Mittelfeld,63,74,83,76,50,89,72,,DE
Florian,Schulz,Verteidiger,77,54,78,96,62,89,76,,GR
Florian,Schulz,Verteidiger,63,52,74,82,53,93,70,,BENELUX
Florian,Schulz,Mittelfeld,78,81,70,79,61,68,73,,ES
Florian,Schulz,Mittelfeld,63,70,83,73,56,90,72,,SCANDI
Florian,Schulz,Verteidiger,71,61,79,89,65,93,76,,IT
Jan,Schulz,Verteidiger,61,56,56,74,62,73,64,,DE
Jan,Schulz,Torwart,62,50,60,68,70,73,64,,RUS_EU
Jan,Schulz,Mittelfeld,83,60,76,68,59,75,70,,DE
Jan,Schulz,Stürmer,80,91,67,80,64,79,77,,BENELUX
Jan,Schulz,Verteidiger,68,65,60,75,70,90,71,,DE
Jan,Schulz,Stürmer,92,77,63,64,56,84,73,,EN_US
Jan,Schulz,Mittelfeld,85,66,79,62,68,87,74,,BENELUX
Jan,Schulz,Stürmer,97,81,71,79,63,95,81,,DE
Jan,Schulz,Mittelfeld,72,73,83,60,58,81,71,,SCANDI
Jonas,Schulz,Mittelfeld,85,71,99,69,66,76,78,,EN_US
Jonas,Schulz,Mittelfeld,65,74,98,73,51,65,71,,DE
Jonas,Schulz,Verteidiger,62,62,73,85,69,91,74,,DE
Jonas,Schulz,Stürmer,93,98,56,70,61,72,75,,EN_US
Jonas,Schulz,Torwart,67,58,59,62,89,76,68,,DE
Jonas,Schulz,Mittelfeld,85,73,100,82,54,82,79,,ES
Jonas,Schulz,Mittelfeld,60,76,94,83,59,68,73,,BENELUX
Jonas,Schulz,Verteidiger,73,60,75,71,68,67,69,,RUS_EU
Jonas,Schulz,Stürmer,88,90,70,56,50,81,72,,IT
Jonas,Schulz,Verteidiger,57,53,59,99,54,66,65,,IT
Jonas,Schulz,Mittelfeld,73,65,85,79,52,90,74,,DE
Jonas,Schulz,Verteidiger,69,51,61,81,68,85,69,,EN_US
Jonas,Schulz,Verteidiger,61,53,69,93,61,74,68,,BENELUX
Jonas,Schulz,Mittelfeld,85,81,82,74,69,68,76,,DE
Jonas,Schulz,Verteidiger,58,64,74,81,62,66,68,,DE
Jonas,Schulz,Torwart,64,51,64,65,82,86,69,,DE
Jonas,Schulz,Verteidiger,75,62,55,89,55,94,72,,DE
Julian,Schulz,Torwart,61,60,57,70,76,68,65,,SCANDI
Julian,Schulz,Mittelfeld,66,78,87,63,63,80,73,,DE
Julian,Schulz,Stürmer,91,84,74,73,51,81,76,,TR_AR
Julian,Schulz,Stürmer,100,87,72,65,68,73,78,,DE
Julian,Schulz,Mittelfeld,71,79,99,68,55,79,75,,EN_US
Julian,Schulz,Mittelfeld,89,65,79,74,69,76,75,,ES
Julian,Schulz,Verteidiger,69,61,62,70,60,91,69,,DE
Julian,Schulz,Torwart,62,52,64,75,84,81,70,,DE
Julian,Schulz,Mittelfeld,81,68,96,62,56,84,74,,DE
Julian,Schulz,Stürmer,78,84,74,75,63,89,77,,DE
Julian,Schulz,Verteidiger,72,53,75,87,64,80,72,,TR_AR
Julian,Schulz,Mittelfeld,67,66,71,74,70,78,71,,DE
Julian,Schulz,Mittelfeld,65,73,74,68,51,74,68,,DE
Julian,Schulz,Mittelfeld,75,68,73,85,54,77,72,,DE
Julian,Schulz,Mittelfeld,66,85,100,60,70,82,77,,RUS_EU
Julian,Schulz,Verteidiger,77,64,66,99,50,66,70,,GR
Julian,Schulz,Mittelfeld,65,63,100,64,59,67,70,,TR_AR
Julian,Schulz,Verteidiger,66,52,78,70,61,86,69,,RUS_EU
Leon,Schulz,Mittelfeld,64,80,83,71,66,72,73,,SCANDI
Leon,Schulz,Mittelfeld,62,71,87,68,64,75,71,,DE
Leon,Schulz,Mittelfeld,71,74,85,74,61,89,76,,SCANDI
Leon,Schulz,Verteidiger,55,50,60,88,57,69,63,,DE
Leon,Schulz,Mittelfeld,62,82,70,76,58,89,73,,DE
Leon,Schulz,Mittelfeld,69,73,82,60,51,87,70,,RUS_EU
Leon,Schulz,Verteidiger,73,68,57,99,57,91,74,,DE
Leon,Schulz,Stürmer,74,73,57,69,64,92,72,,DE
Leon,Schulz,Stürmer,70,98,57,67,61,91,74,,DE
Leon,Schulz,Torwart,54,64,72,60,79,68,66,,DE
Leon,Schulz,Mittelfeld,65,60,74,68,56,87,68,,DE
Leon,Schulz,Verteidiger,80,55,63,76,56,87,70,,DE
Leon,Schulz,Torwart,56,62,67,61,94,84,71,,TR_AR
Lukas,Schulz,Mittelfeld,61,85,78,69,62,74,72,,TR_AR
Lukas,Schulz,Verteidiger,59,56,63,95,54,75,67,,SCANDI
Lukas,Schulz,Torwart,54,65,70,67,83,71,68,,DE
Lukas,Schulz,Mittelfeld,70,67,90,75,66,82,75,,SCANDI
Lukas,Schulz,Mittelfeld,82,65,83,83,62,65,73,,DE
Lukas,Schulz,Verteidiger,56,66,78,91,59,85,72,,TR_AR
Lukas,Schulz,Stürmer,85,73,57,58,66,78,70,,DE
Lukas,Schulz,Torwart,53,52,56,70,90,80,67,,GR
Lukas,Schulz,Mittelfeld,89,80,93,66,54,82,77,,DE
Lukas,Schulz,Stürmer,73,72,75,62,69,90,74,,DE
Lukas,Schulz,Mittelfeld,62,83,81,74,69,85,76,,DE
Lukas,Schulz,Mittelfeld,65,85,98,70,65,73,76,,DE
Lukas,Schulz,Verteidiger,69,50,67,71,64,65,64,,DE
Lukas,Schulz,Verteidiger,75,65,61,72,56,69,66,,DE
Lukas,Schulz,Mittelfeld,82,67,79,82,50,69,72,,ES
Lukas,Schulz,Stürmer,95,96,78,56,54,91,78,,DE
Lukas,Schulz,Mittelfeld,75,73,89,76,70,85,78,,DE
Lukas,Schulz,Stürmer,100,100,63,58,63,91,79,,DE
Lukas,Schulz,Verteidiger,61,66,67,86,62,71,69,,DE
Marcel,Schulz,Mittelfeld,60,70,100,66,58,77,72,,RUS_EU
Marcel,Schulz,Torwart,63,64,69,60,88,94,73,,BENELUX
Marcel,Schulz,Stürmer,70,84,72,56,52,95,72,,ES
Marcel,Schulz,Verteidiger,77,53,58,74,54,86,67,,DE
Marcel,Schulz,Verteidiger,61,58,55,73,50,76,62,,DE
Marcel,Schulz,Stürmer,79,85,72,71,65,89,77,,DE
Marcel,Schulz,Verteidiger,77,60,68,76,54,67,67,,DE
Marcel,Schulz,Mittelfeld,84,61,75,82,69,85,76,,ES
Marcel,Schulz,Stürmer,72,76,64,76,69,82,73,,DE
Marcel,Schulz,Verteidiger,80,55,71,100,65,65,73,,ES
Marcel,Schulz,Stürmer,100,90,70,78,57,74,78,,DE
Marcel,Schulz,Mittelfeld,68,63,91,67,57,66,69,,EN_US
Marcel,Schulz,Stürmer,86,73,65,64,55,86,72,,TR_AR
Marcel,Schulz,Verteidiger,55,53,56,88,60,86,66,,GR
Marcel,Schulz,Torwart,54,55,58,56,87,66,63,,IT
Marcel,Schulz,Mittelfeld,72,75,74,73,55,90,73,,ES
Marcel,Schulz,Stürmer,80,96,68,73,56,82,76,,TR_AR
Marcel,Schulz,Mittelfeld,81,80,70,77,64,73,74,,ES
Max,Schulz,Verteidiger,61,68,74,89,64,94,75,,DE
Max,Schulz,Mittelfeld,77,66,94,80,53,73,74,,IT
Max,Schulz,Verteidiger,75,52,74,78,66,84,72,,EN_US
Max,Schulz,Mittelfeld,84,69,80,67,65,79,74,,DE
Max,Schulz,Verteidiger,80,63,70,85,56,91,74,,IT
Max,Schulz,Mittelfeld,72,60,92,79,68,65,73,,BENELUX
Max,Schulz,Mittelfeld,88,69,95,63,53,80,75,,RUS_EU
Max,Schulz,Mittelfeld,82,66,91,78,60,75,75,,SCANDI
Max,Schulz,Mittelfeld,66,84,87,81,55,78,75,,DE
Max,Schulz,Verteidiger,73,70,76,86,63,82,75,,BENELUX
Max,Schulz,Torwart,65,54,61,59,70,86,66,,BENELUX
Max,Schulz,Verteidiger,75,53,67,92,55,93,72,,BENELUX
Moritz,Schulz,Verteidiger,73,55,76,99,63,79,74,,GR
Moritz,Schulz,Mittelfeld,89,65,80,72,53,71,72,,DE
Moritz,Schulz,Verteidiger,60,66,73,95,61,76,72,,DE
Moritz,Schulz,Verteidiger,80,57,76,70,65,68,69,,TR_AR
Moritz,Schulz,Verteidiger,60,68,78,96,62,65,72,,DE
Moritz,Schulz,Stürmer,88,87,69,55,54,92,74,,DE
Moritz,Schulz,Stürmer,74,79,66,76,56,88,73,,TR_AR
Moritz,Schulz,Stürmer,79,92,62,70,70,82,76,,DE
Moritz,Schulz,Stürmer,84,90,80,78,50,87,78,,DE
Moritz,Schulz,Verteidiger,58,60,78,86,65,80,71,,DE
Moritz,Schulz,Verteidiger,80,59,64,95,57,90,74,,EN_US
Moritz,Schulz,Mittelfeld,78,82,94,77,69,87,81,,GR
Moritz,Schulz,Verteidiger,79,70,62,85,63,81,73,,DE
Moritz,Schulz,Mittelfeld,85,63,74,82,55,77,73,,DE
Moritz,Schulz,Verteidiger,68,59,72,75,63,68,68,,DE
Moritz,Schulz,Mittelfeld,69,85,92,76,62,82,78,,GR
Moritz,Schulz,Verteidiger,55,65,58,95,59,91,70,,ES
Moritz,Schulz,Torwart,51,64,66,70,72,87,68,,DE
Moritz,Schulz,Torwart,50,59,59,59,97,85,68,,RUS_EU
Niklas,Schulz,Verteidiger,78,65,73,78,70,69,72,,DE
Niklas,Schulz,Verteidiger,67,65,58,72,56,71,65,,DE
Niklas,Schulz,Mittelfeld,65,70,99,71,60,71,73,,DE
Niklas,Schulz,Mittelfeld,63,75,99,77,57,73,74,,EN_US
Niklas,Schulz,Mittelfeld,67,73,99,72,50,81,74,,DE
Niklas,Schulz,Mittelfeld,74,62,70,67,50,80,67,,DE
Niklas,Schulz,Mittelfeld,83,65,87,77,52,83,74,,DE
Niklas,Schulz,Mittelfeld,86,68,97,62,69,90,79,,DE
Niklas,Schulz,Mittelfeld,68,62,72,74,51,90,70,,EN_US
Niklas,Schulz,Torwart,60,63,70,64,98,92,74,,RUS_EU
Niklas,Schulz,Torwart,50,55,56,55,76,69,60,,DE
Paul,Schulz,Mittelfeld,66,68,100,65,59,84,74,,DE
Paul,Schulz,Verteidiger,64,60,75,73,52,85,68,,EN_US
Paul,Schulz,Torwart,62,60,68,73,83,76,70,,DE
Paul,Schulz,Torwart,70,58,61,70,73,76,68,,IT
Paul,Schulz,Mittelfeld,69,68,80,75,63,67,70,,DE
Paul,Schulz,Verteidiger,79,67,77,94,56,77,75,,DE
Paul,Schulz,Mittelfeld,61,78,74,76,69,85,74,,DE
Paul,Schulz,Stürmer,90,70,69,65,56,75,71,,GR
Paul,Schulz,Verteidiger,68,53,76,84,62,89,72,,DE
Paul,Schulz,Stürmer,97,72,62,74,52,87,74,,IT
Paul,Schulz,Verteidiger,66,52,61,98,67,72,69,,ES
Paul,Schulz,Mittelfeld,75,72,92,74,53,86,75,,EN_US
Paul,Schulz,Verteidiger,67,53,56,100,50,90,69,,DE
Philipp,Schulz,Stürmer,93,84,57,62,61,94,75,,DE
Philipp,Schulz,Verteidiger,66,64,56,84,61,65,66,,DE
Philipp,Schulz,Mittelfeld,61,62,74,77,66,84,71,,DE
